case,policy_seed,portfolio,value_ppo,economic_value_ppo,expected_loss_ppo,value_myopic,economic_value_myopic,expected_loss_myopic,lower_initial_value_higher_total
stress_medium,303,19,-1127.7667102969983,-2367.013722945698,1967.775726185396,-2401.244448315684,-2785.156796133829,2127.464982863988,False
stress_medium,303,20,-1095.937530723046,432.26825968358327,1068.7174136738597,-2118.043574220408,440.2772130145306,1374.1149442333622,True
stress_medium,303,21,-770.7366638681173,590.4902613484311,1508.6219599919198,-1235.596965309287,596.116140081609,1760.5758617509114,True
stress_medium,303,22,-673.703590649639,403.0043955786493,1403.7994757680442,-1135.1247001386091,409.7764700331851,1798.8554083595084,True
stress_medium,303,23,-891.8789765442148,509.40481086198713,2098.9171758905422,-1708.9866480821472,517.9744382545614,2282.4697748239414,True
stress_tight,101,0,-1306.1748110166895,657.626498357303,1859.094416377241,-1849.5907329504587,658.7320672675684,1916.6089787968767,True
stress_tight,101,1,-1195.0935538708875,570.7303373661686,2518.710892360006,-1433.165083160041,562.1733139510045,2583.145680492088,False
stress_tight,101,2,-1274.630815148289,-2895.861904775621,1703.1297438809916,-1322.4668420800838,-2918.827326223037,1727.162263980515,False
stress_tight,101,3,-1995.219641383342,-3284.9931751200534,1993.079682068471,-2043.4888021762924,-3307.96190561788,2010.087639284838,False
stress_tight,101,4,-1747.0874547669707,577.3293726639938,2287.528171355341,-2030.6766415413413,578.6452982852114,2328.386658210813,True
stress_tight,101,5,-1533.5416929558055,569.8053997227089,2356.096427989705,-2090.602355060338,563.1538421030872,2360.8717870678984,False
stress_tight,101,6,-1433.2921311675052,618.0250621851285,1599.2787712488082,-1552.5035366636994,607.7513308677808,1600.3863412738103,False
stress_tight,101,7,-631.6604454236441,771.4190266967628,1737.230362090215,-916.6732029882718,761.4919466553063,1801.877266975494,False
stress_tight,101,8,-315.7316074018946,-1360.6615751768434,1963.5860553077075,-783.2341161653412,-1383.6831751705486,1976.3087091281463,False
stress_tight,101,9,-1049.5545346198337,650.5109958997785,1544.9621078921514,-1954.768481845638,653.4004810526471,1575.654874953341,True
stress_tight,101,10,-1452.3498703465425,771.8242780607383,2558.8889208863147,-1806.9673488852447,755.3846062983724,2623.056905616905,False
stress_tight,101,11,-402.0572698427934,527.8764815464251,1662.874327891322,-369.010980459502,529.4508809579272,1687.6368516016964,False
stress_tight,101,12,-691.9997466949077,552.1771787251894,1463.7795657768638,-892.2983107040087,546.7110689050878,1496.8021264406518,False
stress_tight,101,13,-540.8346253234414,552.2426323223121,1879.8898231643036,-467.035443330142,552.6479382049833,1910.7960067185973,False
stress_tight,101,14,-1359.4445783763647,703.2068803747385,2368.7612245191717,-1619.7686031314097,704.5464727768795,2479.031671092396,True
stress_tight,101,15,-884.1133394918976,505.188170446791,1969.5951927640524,-1171.3092792395855,502.5646062292613,1997.6638799253344,False
stress_tight,101,16,-1269.876563463847,398.9064768061981,1414.4675100987947,-1552.4714617709833,394.0565771191897,1441.1518349885412,False
stress_tight,101,17,-1715.4806589239572,632.8983777424053,2653.9059531334547,-1614.9966531195969,613.7418676490578,2673.599989067965,False
stress_tight,101,18,-1419.128463196671,531.4585609800722,1760.339904391174,-1531.3205855413962,522.8626883600732,1783.8642528278765,False
stress_tight,101,19,-1448.219128804223,-2712.2463374032827,2127.6452943874724,-1780.4368414838557,-2785.156796133829,2127.464982863988,False
stress_tight,101,20,-1247.7698999924253,444.3354755391984,1163.657201981812,-1922.0332616280575,435.1677108373252,1169.0044392947316,False
stress_tight,101,21,-1016.5545358307672,594.1586093207832,1633.6942157638578,-1115.5758636983664,594.0473694585609,1644.331043288479,False
stress_tight,101,22,-958.1326631515452,405.2736377057542,1524.577764760005,-1114.0783848720318,405.006651987644,1549.2872810883307,False
stress_tight,101,23,-1255.380215498309,527.7417793849796,2257.8190804889023,-1452.4284426782372,517.9744382545614,2282.4697748239414,False
stress_tight,202,0,-1136.840466720909,653.5186967260976,1730.146270086333,-1849.5907329504587,658.7320672675684,1916.6089787968767,True
stress_tight,202,1,-1197.4375847870706,566.6034551845307,2483.191213824421,-1433.165083160041,562.1733139510045,2583.145680492088,False
stress_tight,202,2,-1091.7046151365605,-2873.1473889401946,1628.3724406795848,-1322.4668420800838,-2918.827326223037,1727.162263980515,False
stress_tight,202,3,-2054.9890841994047,-3257.132260069283,1900.3631448368997,-2043.4888021762924,-3307.96190561788,2010.087639284838,False
stress_tight,202,4,-1279.8526707491258,574.0699205741614,2107.474396892881,-2030.6766415413413,578.6452982852114,2328.386658210813,True
stress_tight,202,5,-1468.9084250594103,562.5553507310402,2249.382332467981,-2090.602355060338,563.1538421030872,2360.8717870678984,True
stress_tight,202,6,-1194.2006869319434,605.1253997534393,1514.244253324115,-1552.5035366636994,607.7513308677808,1600.3863412738103,True
stress_tight,202,7,-515.16819666208,753.743399079888,1607.2880659708978,-916.6732029882718,761.4919466553063,1801.877266975494,True
stress_tight,202,8,-203.35525089954575,-1350.7100470464777,1915.5653034509955,-783.2341161653412,-1383.6831751705486,1976.3087091281463,False
stress_tight,202,9,-1028.5950704208565,644.0647628093978,1433.3557306149262,-1954.768481845638,653.4004810526471,1575.654874953341,True
stress_tight,202,10,-1273.0216803873086,751.772146343791,2453.999574070904,-1806.9673488852447,755.3846062983724,2623.056905616905,True
stress_tight,202,11,-271.9701953785497,524.8068114814658,1558.368688065587,-369.010980459502,529.4508809579272,1687.6368516016964,True
stress_tight,202,12,-219.25733437044252,543.6709507454992,1373.5359396207264,-892.2983107040087,546.7110689050878,1496.8021264406518,True
stress_tight,202,13,-359.87688560605125,550.4294655651008,1811.3189759882675,-467.035443330142,552.6479382049833,1910.7960067185973,True
stress_tight,202,14,-1146.521285094909,699.3787984066623,2187.802121141309,-1619.7686031314097,704.5464727768795,2479.031671092396,True
stress_tight,202,15,-763.8540025914926,500.7704448556531,1895.8903653852344,-1171.3092792395855,502.5646062292613,1997.6638799253344,True
stress_tight,202,16,-1356.1145106905224,399.0308891924219,1399.632568401919,-1552.4714617709833,394.0565771191897,1441.1518349885412,False
stress_tight,202,17,-1376.9019820825094,618.0695622950268,2562.1267711142573,-1614.9966531195969,613.7418676490578,2673.599989067965,False
stress_tight,202,18,-1408.9268845940817,520.2253915266344,1677.8984927186964,-1531.3205855413962,522.8626883600732,1783.8642528278765,True
stress_tight,202,19,-1681.4656001702758,-2358.5971512118304,2017.782454313092,-1780.4368414838557,-2785.156796133829,2127.464982863988,False
stress_tight,202,20,-1236.6622836540955,432.6428091177996,1075.1667568877017,-1922.0332616280575,435.1677108373252,1169.0044392947316,True
stress_tight,202,21,-959.7545873217548,592.232020621375,1573.6656997444018,-1115.5758636983664,594.0473694585609,1644.331043288479,True
stress_tight,202,22,-920.3335405699216,403.9929009033417,1437.2029351685337,-1114.0783848720318,405.006651987644,1549.2872810883307,True
stress_tight,202,23,-984.7757985444568,510.0532417648678,2140.2569745139194,-1452.4284426782372,517.9744382545614,2282.4697748239414,True
stress_tight,303,0,-888.4748500696629,653.056902077979,1710.2125746258953,-1849.5907329504587,658.7320672675684,1916.6089787968767,True
stress_tight,303,1,-840.6671095318035,557.3294986371382,2328.8229967001016,-1433.165083160041,562.1733139510045,2583.145680492088,True
stress_tight,303,2,-907.2327214872912,-2874.147939852008,1563.8262977715162,-1322.4668420800838,-2918.827326223037,1727.162263980515,False
stress_tight,303,3,-1553.7999032444202,-3276.0475996053347,1841.9961045077405,-2043.4888021762924,-3307.96190561788,2010.087639284838,False
stress_tight,303,4,-1189.192960716938,574.0699205741614,2107.474396892881,-2030.6766415413413,578.6452982852114,2328.386658210813,True
stress_tight,303,5,-1135.69194945647,559.6897463923618,2182.2550730204634,-2090.602355060338,563.1538421030872,2360.8717870678984,True
stress_tight,303,6,-933.523850503535,603.2429281059522,1483.676261295325,-1552.5035366636994,607.7513308677808,1600.3863412738103,True
stress_tight,303,7,-490.2214810767096,753.743399079888,1607.2880659708978,-916.6732029882718,761.4919466553063,1801.877266975494,True
stress_tight,303,8,-339.62994346209325,-1358.0667586471334,1821.72855694025,-783.2341161653412,-1383.6831751705486,1976.3087091281463,False
stress_tight,303,9,-776.1448875054551,644.0647628093978,1433.3557306149262,-1954.768481845638,653.4004810526471,1575.654874953341,True
stress_tight,303,10,-1022.452030963865,750.8160226366165,2380.8719175994224,-1806.9673488852447,755.3846062983724,2623.056905616905,True
stress_tight,303,11,-205.09452976828356,524.5754999067522,1525.6842169675149,-369.010980459502,529.4508809579272,1687.6368516016964,True
stress_tight,303,12,-317.6986800784462,543.0852552751167,1348.2514242284308,-892.2983107040087,546.7110689050878,1496.8021264406518,True
stress_tight,303,13,-377.14163875193816,548.9403244474631,1737.2630392885403,-467.035443330142,552.6479382049833,1910.7960067185973,True
stress_tight,303,14,-985.507320310074,699.3787984066623,2187.802121141309,-1619.7686031314097,704.5464727768795,2479.031671092396,True
stress_tight,303,15,-562.5624710917601,500.4587157884186,1821.8353233632188,-1171.3092792395855,502.5646062292613,1997.6638799253344,True
stress_tight,303,16,-912.1347145268104,391.4911151225588,1307.5353154514032,-1552.4714617709833,394.0565771191897,1441.1518349885412,True
stress_tight,303,17,-1247.565301167565,611.2705633071662,2459.035530057741,-1614.9966531195969,613.7418676490578,2673.599989067965,True
stress_tight,303,18,-1153.2555702710615,519.6079520838749,1628.8333679820291,-1531.3205855413962,522.8626883600732,1783.8642528278765,True
stress_tight,303,19,-1127.7667102969983,-2367.013722945698,1967.775726185396,-1780.4368414838557,-2785.156796133829,2127.464982863988,False
stress_tight,303,20,-1095.937530723046,432.26825968358327,1068.7174136738597,-1922.0332616280575,435.1677108373252,1169.0044392947316,True
stress_tight,303,21,-770.7366638681173,590.4902613484311,1508.6219599919198,-1115.5758636983664,594.0473694585609,1644.331043288479,True
stress_tight,303,22,-673.703590649639,403.0043955786493,1403.7994757680442,-1114.0783848720318,405.006651987644,1549.2872810883307,True
stress_tight,303,23,-891.8789765442148,509.40481086198713,2098.9171758905422,-1452.4284426782372,517.9744382545614,2282.4697748239414,True
