case,reference,policy,metric,portfolios,difference,lower,upper
buffer_1.25,stress_medium,Static,predicted_safe_true_violated_rate,8,-0.03645833333333333,-0.07291666666666666,-0.005208333333333325
constant_budget_stress,stress_medium,BufferedRiskBased,value,24,-0.8424834885698923,-2.4466925883417994,-0.018856716106444706
constant_budget_stress,stress_medium,Decrease20,value,24,0.0,0.0,0.0
constant_budget_stress,stress_medium,Greedy,value,24,-3.562645708363295,-8.333460286880426,0.043851573973990386
constant_budget_stress,stress_medium,Myopic,value,24,44.00717939832271,-1.1408871473790947,96.83638445339658
constant_budget_stress,stress_medium,PPO_hard,value,24,-42.48629290216948,-115.93608872792842,0.0
constant_budget_stress,stress_medium,PPO_penalty,value,24,0.0,0.0,0.0
constant_budget_stress,stress_medium,PPO_unconstrained,value,24,0.0,0.0,0.0
constant_budget_stress,stress_medium,RiskBased,value,24,-0.8424834885698923,-2.4466925883417994,-0.018856716106444706
constant_budget_stress,stress_medium,Static,value,24,0.0,0.0,0.0
constant_budget_stress,stress_medium,BufferedRiskBased,el_violation_rate,24,-0.07324735449735449,-0.10124627976190476,-0.04849537037037039
constant_budget_stress,stress_medium,Decrease20,el_violation_rate,24,0.0,0.0,0.0
constant_budget_stress,stress_medium,Greedy,el_violation_rate,24,-0.05702457264957265,-0.07612179487179487,-0.03619123931623932
constant_budget_stress,stress_medium,Myopic,el_violation_rate,24,-0.04883954678362573,-0.06871801900584795,-0.029850831505847962
constant_budget_stress,stress_medium,PPO_hard,el_violation_rate,24,-0.02014820548102282,-0.043786549707602346,0.0
constant_budget_stress,stress_medium,PPO_penalty,el_violation_rate,24,0.0,0.0,0.0
constant_budget_stress,stress_medium,PPO_unconstrained,el_violation_rate,24,0.0,0.0,0.0
constant_budget_stress,stress_medium,RiskBased,el_violation_rate,24,-0.07324735449735449,-0.10124627976190476,-0.04849537037037039
constant_budget_stress,stress_medium,Static,el_violation_rate,24,-0.07348033910533909,-0.09573412698412698,-0.04782760642135643
constant_budget_stress,stress_medium,BufferedRiskBased,true_violation_rate,24,-0.03396314333814335,-0.047420634920634926,-0.021151620370370387
constant_budget_stress,stress_medium,Decrease20,true_violation_rate,24,-0.02741702741702741,-0.04474939123376624,-0.012784090909090905
constant_budget_stress,stress_medium,Greedy,true_violation_rate,24,-0.06898223304473307,-0.09452420409451662,-0.0482272501803752
