customer_id,net_economic_value_ppo,reward_ppo,net_economic_value_myopic,reward_myopic,immediate_reward_gap,total_value_gap,lower_immediate_higher_total,world_id,policy_seed
ROBUST_TEST_000020,-789.1094692957266,-97.17597101829264,750.2172831717743,-98.95099342478466,1.7750224064920133,-1539.326752467501,False,nominal,202
ROBUST_TEST_000021,-2588.415672592146,-180.1417648190081,-3309.5505661736047,-180.1417648190081,0.0,721.1348935814585,False,nominal,202
ROBUST_TEST_000022,-2565.938244847883,-322.1539604216773,2241.4896468872835,-330.47468455114813,8.320724129470818,-4807.427891735167,False,nominal,202
ROBUST_TEST_000023,-898.6636314606698,-112.14686475229595,866.2995843463991,-112.47548097227816,0.3286162199822087,-1764.963215807069,False,nominal,202
ROBUST_TEST_000024,-2526.0234146512908,-106.0006501061124,-5359.109535560719,-108.04151743914584,2.0408673330334324,2833.0861209094287,False,nominal,202
ROBUST_TEST_000025,-1501.7641709402749,-135.9073265086693,-5107.061081799952,-139.55913495694847,3.651808448279155,3605.296910859677,False,nominal,202
ROBUST_TEST_000026,-1498.2697620768806,-193.4161938316312,-4621.677012929588,-199.4220863187937,6.005892487162498,3123.407250852708,False,nominal,202
ROBUST_TEST_000027,-119.9481810648148,-200.21529820925184,-4792.886220655644,-200.21529820925184,0.0,4672.938039590829,False,nominal,202
ROBUST_TEST_000028,-974.1197580272468,-208.19235343224187,1124.5255495911472,-214.27482454925803,6.082471117016155,-2098.645307618394,False,nominal,202
ROBUST_TEST_000029,655.2169582397137,-139.34484883594644,1348.0328549250294,-142.4206928046302,3.075843968683756,-692.8158966853157,False,nominal,202
ROBUST_TEST_000030,471.5150914738426,-11.338533570242465,1493.663688126066,-12.256439205590857,0.9179056353483919,-1022.1485966522234,False,nominal,202
ROBUST_TEST_000031,-571.5299591846834,-374.9130085396963,-4961.14001341681,-374.9130085396963,0.0,4389.6100542321265,False,nominal,202
ROBUST_TEST_000032,-1217.3505116238523,-291.55371250446285,-1551.3382955518755,-306.93257708182267,15.37886457735982,333.9877839280232,False,nominal,202
ROBUST_TEST_000033,-161.03306512122973,-87.34550657061214,1197.4655855285991,-88.34699894352671,1.0014923729145693,-1358.498650649829,False,nominal,202
ROBUST_TEST_000034,-1740.6590277048374,-2073.128024126232,-3643.16283963634,-265.63476913767784,-1807.4932549885543,1902.5038119315025,True,nominal,202
ROBUST_TEST_000035,849.3574676569988,-63.90164011746651,2300.9967236881635,-64.90379596170845,1.0021558442419405,-1451.6392560311647,False,nominal,202
ROBUST_TEST_000036,560.511267298872,-380.9073268716862,-2018.7582223009088,-386.76443856083137,5.8571116891451425,2579.2694895997806,False,nominal,202
ROBUST_TEST_000037,522.674667069495,-43.493654056989136,2340.753640144309,-43.493654056989136,0.0,-1818.078973074814,False,nominal,202
ROBUST_TEST_000038,457.1438245330006,-51.46064161083349,809.0895353598589,-52.334246704276886,0.8736050934433948,-351.9457108268583,False,nominal,202
ROBUST_TEST_000039,-731.7741896371939,-226.09005442953185,1592.4487269910246,-229.2009801069977,3.1109256774658434,-2324.2229166282186,False,nominal,202
